name;provider;release_date;genres;price;platform;size;is_plus_exclusive
YamaYama;"
Juego PSN
Lanzado 11 Jul 2017












                  7 Calificaciones
                

";;Grupo;8,99 €;PS4;;
Accel World VS. Sword Art Online;BANDAI NAMCO ENTERTAINMENT EUROPE;;Juegos de rol;59,99 €;PS4;"
                9.69 GB
              ";
Cars 3: Hacia la victoria;WARNER BROS. INTERACTIVE;;Carreras;;PS4;;
Cars 3: Hacia la victoria;WARNER BROS. INTERACTIVE;;Carreras;59,99 €;PS4;"
                7.25 GB
              ";
ACA NEOGEO PULSTAR;"
Juego PSN
Lanzado 6 Jul 2017












                  1 Calificaciones
                

";;Arcade;6,99 €;PS4;;
Toby: The Secret Mine;"
Juego completo
Lanzado 6 Jul 2017












                  13 Calificaciones
                

";;Aventura;14,99 €;PS4;;
Arizona Sunshine;"
Juego de PS VR
Lanzado 5 Jul 2017












                  770 Calificaciones
                

";;Horror;39,99 €;PS4;"
                6.22 GB
              ";
SpeedRunners;"
Juego PSN
Lanzado 5 Jul 2017












                  438 Calificaciones
                

";;Arcade;4,99 €;PS4;;
SpeedRunners Deluxe Bundle;"
Paquete
Lanzado 5 Jul 2017












                  9 Calificaciones
                

";;Acción;7,99 €;PS4;;
World of Tanks: Edición para principiantes «Dunkerque»;Wargaming.net;;Shooter;Gratis;PS4;"
                29.58 GB
              ";
¡Has sido tú!;Sony Interactive Entertainment Europe;;Grupo;19,99 €;PS4;"
                5.57 GB
              ";
AereA;"
Juego completo
Lanzado 30 Jun 2017












                  31 Calificaciones
                

";;Juegos de rol;29,99 €;PS4;"
                3.48 GB
              ";
AereA - Deluxe Edition;"
Paquete
Lanzado 30 Jun 2017












                  2 Calificaciones
                

";;Juegos de rol;25,99 €;PS4;"
                3.66 GB
              ";
Crash Bandicoot™ N. Sane Trilogy;Activision Blizzard Int'l BV;;Aventura;23,99 €;PS4;"
                23.32 GB
              ";
Hunting Simulator;BIGBEN INTERACTIVE SA;;Aventura;35,99 €;PS4;"
                3.21 GB
              ";
Micro Machines World Series;CODEMASTERS SOFTWARE COMP;;Arcade;Gratis;PS4;"
                4.45 GB
              ";Plus exclusive
The Golf Club 2™;"
Juego completo
Lanzado 30 Jun 2017












                  131 Calificaciones
                

";;Deportes;39,99 €;PS4;"
                4.66 GB
              ";
Valkyria Revolution;Deep Silver;;Estrategia;39,99 €;PS4;"
                17.53 GB
              ";
ACA NEOGEO 2020 SUPER BASEBALL;"
Juego PSN
Lanzado 29 Jun 2017












                  7 Calificaciones
                

";;Deportes;6,99 €;PS4;;
Cryptark;"
Juego PSN
Lanzado 28 Jun 2017












                  75 Calificaciones
                

";;Acción;5,99 €;PS4;;
Digerati Bundle 6 Pack Part 2;"
Paquete
Lanzado 28 Jun 2017












                  1 Calificaciones
                

";;Inglés;34,99 €;PS4, PS Vita;"
                2.62 GB
              ";
Medieval Defenders;4HIT LTD;;Casual;6,99 €;PS4;;
ACA NEOGEO FATAL FURY 2;"
Juego PSN
Lanzado 27 Jun 2017












                  2 Calificaciones
                

";;Arcade;6,99 €;PS4;;
Ancient Amuletor;"
Juego de PS VR
Lanzado 27 Jun 2017












                  189 Calificaciones
                

";;Arcade;17,99 €;PS4;"
                2.73 GB
              ";
Call of Duty®: Modern Warfare® Remastered;Activision Blizzard Int'l BV;;Shooter;29,99 €;PS4;"
                40.52 GB
              ";
Dark Arcana: The Carnival;"
Juego PSN
Lanzado 27 Jun 2017












                  141 Calificaciones
                

";;Inglés;14,99 €;PS4;;
Diablo III: Eternal Collection;Activision Blizzard Int'l BV;;Juegos de rol;69,99 €;PS4;"
                40.62 GB
              ";
Elite Dangerous;"
Juego completo
Lanzado 27 Jun 2017












                  3291 Calificaciones
                

";;Simulador;17,49 €;PS4;"
                13.86 GB
              ";
Elite Dangerous: Commander Deluxe Edition;"
Paquete
Lanzado 27 Jun 2017












                  621 Calificaciones
                

";;Simulador;34,99 €;PS4;"
                13.86 GB
              ";
Ctrl;"
Juego de PS VR
Lanzado 23 Jun 2017












                  48 Calificaciones
                

";;Único;3,99 €;PS4;"
                1.7 GB
              ";
Danganronpa Another Episode: Ultra Despair Girls;NIS America;;Acción;29,99 €;PS4;"
                18.54 GB
              ";
Dead by Daylight: Edición Especial;"
Juego PSN
Lanzado 23 Jun 2017












                  5382 Calificaciones
                

";;Horror;24,49 €;PS4;"
                8.33 GB
              ";
Get Even;BANDAI NAMCO ENTERTAINMENT EUROPE;;Acción;29,99 €;PS4;"
                30.84 GB
              ";
SAMURAI WARRIORS: Spirit of Sanada;Koei Tecmo Europe Ltd;;Japonés;49,99 €;PS4;"
                22.63 GB
              ";
5.1 Digerati Bundle 5 Pack Part 1;"
Paquete
Lanzado 21 Jun 2017
 ";;Horror;34,99 €;PS4, PS Vita;"
                2.72 GB
              ";
Chess Ultra;RIPSTONE LTD;;Familia;12,99 €;PS4;"
                2.38 GB
              ";
Onigiri;"
Juego PSN
Lanzado 21 Jun 2017












                  2630 Calificaciones
                

";;Aventura;Gratis;PS4;"
                5.46 GB
              ";Plus exclusive
HITMAN™;Square Enix LTD;;Acción;Gratis;PS4;"
                6.52 GB
              ";
Island Flight Simulator;"
Juego completo
Lanzado 20 Jun 2017












                  48 Calificaciones
                

";;Deportes;19,99 €;PS4;;
I Want To Be Human;RISING STAR GAMES;;Acción;2,49 €;PS4;;
Lili: Child of Geos;"
Juego PSN
Lanzado 20 Jun 2017












                  35 Calificaciones
                

";;Aventura;17,99 €;PS4;"
                1.05 GB
              ";
Nex Machina;"
Juego PSN
Lanzado 20 Jun 2017












                  749 Calificaciones
                

";;Arcade;19,99 €;PS4;"
                1 GB
              ";
ACA NEOGEO MAGICAL DROP II;"
Juego PSN
Lanzado 16 Jun 2017












                  16 Calificaciones
                

";;Arcade;6,99 €;PS4;;
ACA NEOGEO SENGOKU 2;"
Juego PSN
Lanzado 16 Jun 2017












                  2 Calificaciones
                

";;Arcade;6,99 €;PS4;;
GOD WARS Future Past;NIS America;;Aventura;49,99 €;PS4;"
                4.19 GB
              ";
MotoGP™17;MILESTONE SRL;;Carreras;44,79 €;PS4;"
                11.37 GB
              ";
MotoGP™17 - Pre-order;MILESTONE SRL;;Carreras;;PS4;;
Pixel Heroes: Byte & Magic;"
Juego completo
Lanzado 15 Jun 2017












                  19 Calificaciones
                

";;Juegos de rol;14,99 €;PS4;;
Tour de France 2017;FOCUS HOME INTERACTIVE;;Deportes;25,99 €;PS4;"
                21.72 GB
              ";
Digerati Bundle 4 Pack Part 4;"
Paquete
Lanzado 14 Jun 2017
 ";;Arcade;28,49 €;PS4;"
                2.04 GB
              ";
Iron Sea Defenders;4HIT LTD;;Casual;6,99 €;PS4;;
ROYAL DEFENSE;4HIT LTD;;Estrategia;9,99 €;PS4;;
Crossout - Starter Bundle;Gaijin Network Ltd;;Acción;9,99 €;PS4;"
                2.83 GB
              ";
SUPERBEAT: XONiC EX;RISING STAR GAMES;;Casual;34,99 €;PS4;"
                12.43 GB
              ";
Cladun Returns: This Is Sengoku!;NIS America;;Aventura;19,99 €;PS4;;
Dark Rose Valkyrie;Idea Factory International Inc.;;Juegos de rol;49,99 €;PS4;"
                8.47 GB
              ";
DiRT 4;CODEMASTERS SOFTWARE COMP;;Deportes;44,79 €;PS4;"
                34.16 GB
              ";
Adult Swim Games Starter Pack;ADULT SWIM;;Aventura;39,99 €;PS4;"
                7.75 GB
              ";
Digerati Bundle 3 Pack Part 4;"
Paquete
Lanzado 7 Jun 2017
 ";;Agilidad mental;18,99 €;PS4;"
                1.74 GB
              ";
EVE: Valkyrie – Warzone;CCP Games;;Shooter;29,99 €;PS4;"
                5.87 GB
              ";
Little Nightmares Complete Edition;BANDAI NAMCO ENTERTAINMENT EUROPE;;Aventura;29,99 €;PS4;"
                2.57 GB
              ";
Mortal Blitz;"
Juego de PS VR
Lanzado 7 Jun 2017












                  321 Calificaciones
                

";;Shooter;19,99 €;PS4;"
                1.18 GB
              ";
Perception;"
Juego PSN
Lanzado 7 Jun 2017












                  64 Calificaciones
                

";;Aventura;21,99 €;PS4;"
                3.81 GB
              ";
Shu;"
Paquete
Lanzado 7 Jun 2017












                  4 Calificaciones
                

";;Aventura;8,99 €;PS4, PS Vita;"
                4.24 GB
              ";
WipEout™ Omega Collection;Sony Interactive Entertainment Europe;;Carreras;34,99 €;PS4;"
                24.04 GB
              ";
Jump Stars;Curve Digital;;Grupo;9,99 €;PS4;;
Lock's Quest;THQ NORDIC GMBH;;Estrategia;11,99 €;PS4;"
                1.54 GB
              ";
Prison Architect: All Day And A Psych;Double Eleven Limited;;Estrategia;28,99 €;PS4;;
The Elder Scrolls Online: Morrowind;Bethesda;;Juegos de rol;29,99 €;PS4;"
                39.38 GB
              ";
The Town of Light;WIRED PRODUCTIONS LIMITED;;Aventura;19,99 €;PS4;"
                6.77 GB
              ";
Victor Vran;"
Juego PSN
Lanzado 6 Jun 2017












                  3 Calificaciones
                

";;Juegos de rol;19,99 €;PS4;"
                4.52 GB
              ";
Victor Vran Overkill Edition;"
Juego completo
Lanzado 6 Jun 2017












                  24 Calificaciones
                

";;Juegos de rol;39,99 €;PS4;"
                5.69 GB
              ";
Portal Knights;505 GAMES S.R.L.;;Aventura;19,99 €;PS4;"
                1.87 GB
              ";
Friday the 13th: The Game;"
Juego completo
Lanzado 2 Jun 2017












                  13262 Calificaciones
                

";;Horror;36,99 €;PS4;"
                3.21 GB
              ";
TEKKEN 7;BANDAI NAMCO ENTERTAINMENT EUROPE;;Lucha;69,99 €;PS4;"
                41.6 GB
              ";
TEKKEN 7 Deluxe Edition;BANDAI NAMCO ENTERTAINMENT EUROPE;;Lucha;94,99 €;PS4;"
                41.6 GB
              ";
ACA NEOGEO METAL SLUG 2;"
Juego PSN
Lanzado 1 Jun 2017












                  5 Calificaciones
                

";;Arcade;6,99 €;PS4;;
Damascus Gear: Operation Tokyo HD Edition;Arc System Works Co;;Acción;9,99 €;PS4;"
                4.07 GB
              ";
Digerati Bundle 3 Pack Part 3;"
Paquete
Lanzado 31 Mayo 2017












                  1 Calificaciones
                

";;Arcade;21,99 €;PS4, PS Vita;"
                1.48 GB
              ";
Lithium: Inmate 39;"
Juego PSN
Lanzado 31 Mayo 2017












                  39 Calificaciones
                

";;Acción;11,99 €;PS4;"
                1.79 GB
              ";
Paddle Vs. Paddle;"
Juego PSN
Lanzado 31 Mayo 2017












                  11 Calificaciones
                

";;Simulador;7,99 €;PS4;;
Paquete de principiante de transcendencia;"
Paquete
Lanzado 31 Mayo 2017
 ";;Único;11,25 €;PS4;;
Thea: The Awakening;"
Juego PSN
Lanzado 31 Mayo 2017












                  94 Calificaciones
                

";;Aventura;21,99 €;PS4;;
Toukiden 2 Free Alliances Version;Koei Tecmo Europe Ltd;;Acción;Gratis;PS4;"
                12.7 GB
              ";
Crossout;Gaijin Network Ltd;;Acción;Gratis;PS4;"
                2.83 GB
              ";
Danger Zone;"
Juego PSN
Lanzado 30 Mayo 2017












                  200 Calificaciones
                

";;Arcade;14,99 €;PS4;"
                1.27 GB
              ";
Enigmatis 2: The Mists of Ravenwood;"
Juego PSN
Lanzado 30 Mayo 2017












                  151 Calificaciones
                

";;Casual;14,99 €;PS4;"
                1.06 GB
              ";
Kung Fury: Street Rage;"
Paquete
Lanzado 30 Mayo 2017












                  87 Calificaciones
                

";;Arcade;3,99 €;PS4, PS Vita;;
MXGP3 - Special Edition;MILESTONE SRL;;Carreras;51,99 €;PS4;"
                12.17 GB
              ";
MXGP3 - The Official Motocross Videogame;MILESTONE SRL;;Carreras;45,49 €;PS4;"
                12.17 GB
              ";
Oh...Sir! The Insult Simulator;"
Juego PSN
Lanzado 30 Mayo 2017












                  120 Calificaciones
                

";;Casual;2,99 €;PS4;;
Star Trek™: Bridge Crew;UBISOFT ENTERTAINMENT SA;;Aventura;49,99 €;PS4;"
                2.98 GB
              ";
Constructor;SYSTEM 3 SOFTWARE;;Estrategia;12,99 €;PS4;"
                4.63 GB
              ";
GUILTY GEAR Xrd Rev.2;PQube Ltd;;Lucha;39,99 €;PS4;"
                9.79 GB
              ";
RiME;"
Juego completo
Lanzado 26 Mayo 2017












                  6511 Calificaciones
                

";;Puzzle;22,74 €;PS4;"
                4.22 GB
              ";
ACA NEOGEO THE LAST BLADE;"
Juego PSN
Lanzado 25 Mayo 2017












                  3 Calificaciones
                

";;Arcade;6,99 €;PS4;;
ACA NEOGEO WORLD HEROES 2;"
Juego PSN
Lanzado 25 Mayo 2017












                  3 Calificaciones
                

";;Arcade;6,99 €;PS4;;
NieR: Automata™;Square Enix LTD;;Juegos de rol;69,99 €;PS4;"
                45.34 GB
              ";
Digerati Bundle 2 Pack Part 7;"
Paquete
Lanzado 24 Mayo 2017
 ";;Aventura;20,99 €;PS4;"
                1.6 GB
              ";
GWENT: The Witcher Card Game – Beta Pública;"
Juego PSN
Lanzado 24 Mayo 2017












                  13712 Calificaciones
                

";;Grupo;Gratis;PS4;"
                2.62 GB
              ";
Spellspire;10Tons Ltd.;;Juegos de rol;2,99 €;PS4, PS Vita;;
Embers of Mirrim;"
Juego PSN
Lanzado 23 Mayo 2017












                  11 Calificaciones
                

";;Aventura;21,99 €;PS4;"
                1.69 GB
              ";
Overwatch®: Game of the Year Edition;Activision Blizzard Int'l BV;;Shooter;59,99 €;PS4;"
                7.73 GB
              ";
Pox Nora;"
Juego PSN
Lanzado 23 Mayo 2017












                  1667 Calificaciones
                

";;Estrategia;Gratis;PS4;;
Puzzle Showdown 4K;"
Juego PSN
Lanzado 23 Mayo 2017












                  58 Calificaciones
                

";;Puzzle;9,99 €;PS4;;
Utawarerumono: Mask of Deception;Deep Silver;;Estrategia;49,99 €;PS4;"
                3.57 GB
              ";
Akiba's Beat;PQube Ltd;;Juegos de rol;49,99 €;PS4;"
                11.93 GB
              ";
Chroma Squad;BANDAI NAMCO ENTERTAINMENT EUROPE;;Estrategia;14,99 €;PS4;;
Furi - Edición definitiva;"
Paquete
Lanzado 19 Mayo 2017












                  14 Calificaciones
                

";;Acción;21,99 €;PS4;"
                3.66 GB
              ";
Injustice™ 2: Standard Edition;WARNER BROS. INTERACTIVE;;Lucha;31,99 €;PS4;"
                27.35 GB
              ";
Shadow Warrior 2;Devolver Digital;;Acción;25,99 €;PS4;"
                6.86 GB
              ";
Skylar & Plux: Adventure on Clover Island;GRIP DIGITAL S.R.O.;;Aventura;14,99 €;PS4;"
                4.34 GB
              ";
The Shadow Warrior Collection;Devolver Digital;;Acción;37,19 €;PS4;"
                13.92 GB
              ";
ACA NEOGEO GALAXY FIGHT: UNIVERSAL WARRIORS;"
Juego PSN
Lanzado 17 Mayo 2017












                  11 Calificaciones
                

";;Lucha;6,99 €;PS4;;
